-27.47854,153.02865,0
-27.47854,153.02864,0
-27.47853,153.02863,0
-27.47852,153.02863,0
-27.4785,153.02862,0
-27.47848,153.02862,0
-27.47847,153.02863,0
-27.47846,153.02863,0
-27.47845,153.02863,0
-27.47844,153.02864,0
-27.47843,153.02866,0
-27.47842,153.02867,0
-27.47841,153.02868,0
-27.4784,153.02869,0
-27.47839,153.0287,0
-27.47839,153.02871,0
-27.47838,153.02872,0
-27.47838,153.02873,0
-27.47838,153.02874,0
-27.47838,153.02876,0
-27.47838,153.02877,0
-27.47839,153.02878,0
-27.47839,153.02879,0
-27.4784,153.0288,0
-27.47841,153.02881,0
-27.47842,153.02882,0
-27.47843,153.02882,0
-27.47844,153.02882,0
-27.47845,153.02882,0
-27.47847,153.02882,0
-27.47848,153.02882,0
-27.47849,153.02881,0
-27.47849,153.0288,0
-27.4785,153.02879,0
-27.47851,153.02877,0
-27.47852,153.02876,0
-27.47853,153.02875,0
-27.47853,153.02874,0
-27.47853,153.02873,0
-27.47854,153.02872,0
-27.47854,153.0287,0
-27.47854,153.02869,0
-27.47854,153.02867,0
-27.47854,153.02866,0
-27.47853,153.02865,0
-27.47853,153.02864,0
-27.47853,153.02864,0
